brand,view_users,cart_users,purchase_users,purchase_events,revenue,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate
edon,2527,0,0,42,1769.14,0.0,,0.0
legeartis,1078,0,0,3,1762.1999999999998,0.0,,0.0
pupa,3617,0,0,120,1755.1000000000001,0.0,,0.0
leem,1658,0,0,5,1734.6699999999998,0.0,,0.0
veritas,271,4,1,11,1732.1999999999998,0.014760147601476014,0.25,0.0036900369003690036
glamglow,1142,0,0,35,1731.24,0.0,,0.0
gran-stone,965,0,0,26,1728.32,0.0,,0.0
nania,1336,3,1,25,1725.6,0.002245508982035928,0.3333333333333333,0.0007485029940119761
fantasia,254,1,1,6,1715.57,0.003937007874015748,1.0,0.003937007874015748
cnd,1221,35,9,16,1711.45,0.028665028665028666,0.2571428571428571,0.007371007371007371
audio-technica,1162,6,3,24,1706.14,0.0051635111876075735,0.5,0.0025817555938037868
heyner,935,0,0,13,1705.3300000000002,0.0,,0.0
sega,2318,0,0,45,1692.31,0.0,,0.0
dkny,1572,0,0,21,1679.75,0.0,,0.0
fiesta,1125,0,0,12,1672.79,0.0,,0.0
vectron,586,0,0,5,1671.85,0.0,,0.0
micio,474,0,0,16,1669.9,0.0,,0.0
saferich,1329,0,0,28,1668.35,0.0,,0.0
xxr,963,0,0,2,1663.6100000000001,0.0,,0.0
forcekraft,2261,0,0,18,1661.03,0.0,,0.0
vihr,1363,64,32,45,1658.17,0.04695524578136464,0.5,0.02347762289068232
diamondunion,406,0,0,10,1656.92,0.0,,0.0
bbk,1198,14,7,29,1647.68,0.011686143572621035,0.5,0.005843071786310518
shenma,715,0,0,29,1642.27,0.0,,0.0
denn,1775,51,19,54,1624.65,0.02873239436619718,0.37254901960784315,0.010704225352112675
phillips,553,13,7,10,1624.0,0.023508137432188065,0.5384615384615384,0.012658227848101266
vichy,1956,0,0,70,1609.91,0.0,,0.0
krause,483,0,0,17,1594.6100000000001,0.0,,0.0
internedoors,703,0,0,10,1590.49,0.0,,0.0
suave,1263,0,0,15,1588.22,0.0,,0.0
constancy,45,0,0,6,1583.04,0.0,,0.0
miele,193,0,0,4,1576.86,0.0,,0.0
franke,576,0,0,7,1553.3799999999999,0.0,,0.0
arrivo,637,0,0,17,1548.1000000000001,0.0,,0.0
sumdex,2250,27,11,51,1526.33,0.012,0.4074074074074074,0.004888888888888889
delux,4051,91,28,120,1525.27,0.022463589237225377,0.3076923076923077,0.006911873611453962
caprice,3989,0,0,21,1525.1399999999999,0.0,,0.0
dunhill,346,0,0,16,1516.4,0.0,,0.0
ivt,2727,0,0,48,1508.03,0.0,,0.0
mamadoma,872,0,0,15,1500.69,0.0,,0.0
okuma,1752,2,2,35,1492.8700000000001,0.001141552511415525,1.0,0.001141552511415525
trollbeads,8147,0,0,15,1492.44,0.0,,0.0
chameleon,1599,0,0,31,1482.42,0.0,,0.0
pandect,564,2,1,5,1471.1000000000001,0.0035460992907801418,0.5,0.0017730496453900709
kunlun,61,0,0,5,1469.79,0.0,,0.0
obi,1441,0,0,4,1457.08,0.0,,0.0
cougar,992,1,0,17,1447.6000000000001,0.0010080645161290322,0.0,0.0
westa,602,0,0,20,1438.62,0.0,,0.0
salomon,163,0,0,7,1421.6299999999999,0.0,,0.0
amouage,654,0,0,8,1420.67,0.0,,0.0
electronicsdeluxe,339,0,0,8,1420.42,0.0,,0.0
tristar,4290,21,7,46,1413.27,0.0048951048951048955,0.3333333333333333,0.0016317016317016317
smashbox,2122,0,0,34,1412.08,0.0,,0.0
dfc,649,0,0,8,1411.63,0.0,,0.0
gewa,1010,6,1,22,1405.6599999999999,0.005940594059405941,0.16666666666666666,0.0009900990099009901
sonyinteractiveentertainment,550,35,14,21,1404.9,0.06363636363636363,0.4,0.025454545454545455
activision,1643,18,4,31,1404.66,0.010955569080949483,0.2222222222222222,0.002434570906877663
bushnell,796,0,0,7,1400.1100000000001,0.0,,0.0
uragan,376,0,0,36,1399.32,0.0,,0.0
hermes,252,0,0,8,1393.94,0.0,,0.0
kovi,85,0,0,2,1392.5700000000002,0.0,,0.0
dongma,311,0,0,6,1388.46,0.0,,0.0
akg,386,0,0,7,1377.6200000000001,0.0,,0.0
dynamic,271,1,1,14,1372.5900000000001,0.0036900369003690036,1.0,0.0036900369003690036
rucelf,278,4,3,12,1369.01,0.014388489208633094,0.75,0.01079136690647482
otani,50,0,0,5,1367.04,0.0,,0.0
carlsbad,4211,0,0,5,1356.15,0.0,,0.0
smartrike,1174,1,1,9,1354.99,0.0008517887563884157,1.0,0.0008517887563884157
mbs,569,1,1,10,1353.02,0.0017574692442882249,1.0,0.0017574692442882249
sunfull,395,0,0,25,1351.5,0.0,,0.0
solomon,1418,0,0,8,1351.4,0.0,,0.0
einhell,1922,0,0,12,1343.67,0.0,,0.0
cacharel,481,0,0,30,1339.09,0.0,,0.0
legre,1659,0,0,15,1336.74,0.0,,0.0
luxell,1362,0,0,20,1334.1200000000001,0.0,,0.0
roadcruza,135,0,0,12,1329.77,0.0,,0.0
swatch,1309,0,0,14,1324.1,0.0,,0.0
covani,1438,0,0,12,1320.73,0.0,,0.0
energizer,775,2,0,14,1319.47,0.0025806451612903226,0.0,0.0
behringer,645,0,0,6,1318.69,0.0,,0.0
prada,929,0,0,15,1313.12,0.0,,0.0
leo,801,0,0,12,1309.17,0.0,,0.0
tuffoni,1484,0,0,15,1305.86,0.0,,0.0
ccm,396,0,0,6,1302.47,0.0,,0.0
weekend,6278,0,0,2,1297.33,0.0,,0.0
sheba,213,4,3,9,1297.28,0.018779342723004695,0.75,0.014084507042253521
kirkland,485,0,0,39,1294.91,0.0,,0.0
baige,608,0,0,1,1287.03,0.0,,0.0
orla,188,0,0,2,1279.32,0.0,,0.0
lancome,880,0,0,13,1269.67,0.0,,0.0
capcom,554,24,10,24,1267.62,0.04332129963898917,0.4166666666666667,0.018050541516245487
missha,2138,0,0,60,1255.34,0.0,,0.0
nutrilon,2610,0,0,101,1253.15,0.0,,0.0
basic,355,0,0,3,1247.6399999999999,0.0,,0.0
citizen,983,0,0,7,1242.75,0.0,,0.0
ryobi,3043,3,1,10,1242.08,0.000985869208018403,0.3333333333333333,0.00032862306933946765
dam,1848,2,0,26,1238.74,0.0010822510822510823,0.0,0.0
rainbo,667,11,2,14,1230.1,0.01649175412293853,0.18181818181818182,0.0029985007496251873
burton,635,0,0,6,1228.86,0.0,,0.0
coleman,1716,0,0,4,1222.58,0.0,,0.0
hobot,457,0,0,2,1222.19,0.0,,0.0
bambini,644,1,1,10,1219.6100000000001,0.0015527950310559005,1.0,0.0015527950310559005
minerva,716,0,0,17,1215.1399999999999,0.0,,0.0
kelly,121,0,0,3,1214.1599999999999,0.0,,0.0
nitecore,706,0,0,11,1210.71,0.0,,0.0
maxvi,4511,4,1,99,1199.62,0.0008867213478164486,0.25,0.00022168033695411216
fornelli,339,0,0,4,1197.87,0.0,,0.0
leatherman,1276,0,0,9,1197.45,0.0,,0.0
castrol,1949,0,0,36,1193.34,0.0,,0.0
ventura,72,0,0,3,1190.54,0.0,,0.0
venta,365,0,0,3,1183.8400000000001,0.0,,0.0
laudio,188,0,0,9,1176.39,0.0,,0.0
stayer,2877,0,0,35,1168.96,0.0,,0.0
terra,457,0,0,9,1162.33,0.0,,0.0
prestige,429,0,0,5,1161.44,0.0,,0.0
fanline,485,0,0,6,1159.6100000000001,0.0,,0.0
al-ko,396,0,0,6,1151.31,0.0,,0.0
simpleparenting,387,0,0,3,1150.6200000000001,0.0,,0.0
bumbleride,1565,0,0,3,1150.6200000000001,0.0,,0.0
huntkey,1310,20,9,24,1145.52,0.015267175572519083,0.45,0.006870229007633588
longstyle,259,0,0,5,1145.45,0.0,,0.0
machaon,1737,0,0,41,1144.53,0.0,,0.0
bohemia,2564,0,0,5,1143.11,0.0,,0.0
clatronic,4847,22,4,30,1140.14,0.0045388900350732415,0.18181818181818182,0.0008252527336496802
hb,1768,0,0,36,1139.32,0.0,,0.0
gosh,2497,0,0,86,1130.8799999999999,0.0,,0.0
master,1196,0,0,14,1128.12,0.0,,0.0
phantom,4245,0,0,72,1125.8799999999999,0.0,,0.0
cobra,432,1,1,5,1123.83,0.0023148148148148147,1.0,0.0023148148148148147
zeetex,694,0,0,20,1115.46,0.0,,0.0
sportbaby,559,3,1,4,1107.78,0.005366726296958855,0.3333333333333333,0.0017889087656529517
dinastia,248,0,0,7,1106.61,0.0,,0.0
altenzo,653,0,0,14,1101.3,0.0,,0.0
w-star,423,0,0,17,1091.86,0.0,,0.0
pablosky,4028,0,0,19,1089.34,0.0,,0.0
aquapick,1031,19,7,14,1080.8,0.01842870999030068,0.3684210526315789,0.006789524733268671
patriot,1111,0,0,12,1078.76,0.0,,0.0
stokke,805,0,0,5,1078.3400000000001,0.0,,0.0
santek,960,0,0,15,1077.48,0.0,,0.0
lorus,1161,0,0,14,1075.44,0.0,,0.0
novigo,977,1,0,1,1073.36,0.0010235414534288639,0.0,0.0
persona,5815,0,0,3,1070.81,0.0,,0.0
toro,3555,89,31,79,1051.63,0.025035161744022504,0.34831460674157305,0.008720112517580873
polti,558,0,0,6,1049.45,0.0,,0.0
wster,757,0,0,29,1047.62,0.0,,0.0
nacon,205,0,0,9,1042.47,0.0,,0.0
siger,873,15,1,13,1038.49,0.01718213058419244,0.06666666666666667,0.001145475372279496
a-mega,291,0,0,9,1031.47,0.0,,0.0
huanger,1344,0,0,38,1031.4,0.0,,0.0
skylor,390,0,0,13,1029.6599999999999,0.0,,0.0
specialized,261,0,0,1,1029.63,0.0,,0.0
kabrita,1237,0,0,38,1028.28,0.0,,0.0
benebaby,414,0,0,10,1027.1,0.0,,0.0
motorola,1202,0,0,11,1023.6,0.0,,0.0
ferrino,1325,0,0,9,1014.9399999999999,0.0,,0.0
tec,948,1,1,4,1007.8699999999999,0.0010548523206751054,1.0,0.0010548523206751054
rapoo,1525,19,5,39,1007.74,0.012459016393442624,0.2631578947368421,0.003278688524590164
wingo,208,0,0,5,1003.9,0.0,,0.0
armos,64,0,0,3,1000.02,0.0,,0.0
t-rex,476,0,0,16,994.16,0.0,,0.0
skagen,718,0,0,5,991.54,0.0,,0.0
steelflex,1205,0,0,1,991.53,0.0,,0.0
crona,607,0,0,17,990.32,0.0,,0.0
carters,3591,0,0,34,989.63,0.0,,0.0
airwheel,412,2,0,3,984.81,0.0048543689320388345,0.0,0.0
hilo,823,0,0,24,979.73,0.0,,0.0
mido,532,0,0,1,978.15,0.0,,0.0
apollo,3018,72,36,72,966.66,0.02385685884691849,0.5,0.011928429423459244
azzaro,267,0,0,15,966.28,0.0,,0.0
bradex,724,17,7,27,963.33,0.023480662983425413,0.4117647058823529,0.009668508287292817
quinny,495,0,0,2,959.87,0.0,,0.0
pampers,1495,0,0,99,955.92,0.0,,0.0
coolfort,4192,28,8,14,953.6,0.006679389312977099,0.2857142857142857,0.0019083969465648854
flavia,379,0,0,3,947.6,0.0,,0.0
emsa,1574,21,12,26,947.13,0.013341804320203304,0.5714285714285714,0.007623888182973317
stiga,1053,6,4,9,947.08,0.005698005698005698,0.6666666666666666,0.003798670465337132
aplus,1412,0,0,18,944.42,0.0,,0.0
mammut,680,0,0,28,943.0,0.0,,0.0
jackson,152,0,0,3,942.37,0.0,,0.0
rombica,1964,50,18,34,934.23,0.025458248472505093,0.36,0.009164969450101833
husqvarna,377,0,0,3,934.1400000000001,0.0,,0.0
forlux,205,0,0,13,933.75,0.0,,0.0
masei,3273,0,0,3,925.89,0.0,,0.0
achilles,712,0,0,14,924.87,0.0,,0.0
coccinelle,481,0,0,3,922.54,0.0,,0.0
segway,1232,8,0,2,920.98,0.006493506493506494,0.0,0.0
fengnix,175,0,0,6,911.22,0.0,,0.0
apache,692,0,0,5,910.88,0.0,,0.0
korting,289,0,0,5,906.5,0.0,,0.0
liv,322,0,0,2,905.56,0.0,,0.0
bourjois,1712,0,0,83,904.57,0.0,,0.0
gross,2562,0,0,11,892.15,0.0,,0.0
sanita,1071,0,0,16,891.1600000000001,0.0,,0.0
atomic,137,0,0,3,884.75,0.0,,0.0
crosby,3286,0,0,21,883.67,0.0,,0.0
kelli,1922,0,0,24,881.26,0.0,,0.0
onkron,592,0,0,10,878.1800000000001,0.0,,0.0
nikotex,2002,0,0,11,876.23,0.0,,0.0
wellberg,2246,0,0,39,875.13,0.0,,0.0
versus,340,0,0,3,870.8299999999999,0.0,,0.0
escada,560,1,1,15,870.61,0.0017857142857142857,1.0,0.0017857142857142857
soundking,341,0,0,3,865.66,0.0,,0.0
native,1603,0,0,6,864.72,0.0,,0.0
agu,395,5,5,10,864.37,0.012658227848101266,1.0,0.012658227848101266
dion,6562,0,0,29,863.5600000000001,0.0,,0.0
gretsch,343,0,0,1,862.8,0.0,,0.0
amos,150,0,0,3,859.59,0.0,,0.0
remonte,1876,0,0,12,859.24,0.0,,0.0
milwaukee,1615,0,0,5,855.97,0.0,,0.0
celestron,810,0,0,7,849.46,0.0,,0.0
medela,431,0,0,7,846.86,0.0,,0.0
waterpik,431,0,0,5,842.2,0.0,,0.0
rcf,145,0,0,2,839.39,0.0,,0.0
hanowa,542,0,0,5,836.56,0.0,,0.0
spinmaster,152,1,1,6,834.0,0.006578947368421052,1.0,0.006578947368421052
bioderma,1435,0,0,56,832.28,0.0,,0.0
wilo,232,0,0,2,831.6800000000001,0.0,,0.0
terris,1116,0,0,28,830.15,0.0,,0.0
coty,1001,0,0,57,828.48,0.0,,0.0
kx,1436,0,0,26,828.35,0.0,,0.0
scovo,1950,0,0,25,825.99,0.0,,0.0
welly,6792,0,0,93,824.66,0.0,,0.0
gaint,107,0,0,2,823.18,0.0,,0.0
s.a.n.,1255,0,0,27,814.99,0.0,,0.0
quatro,200,0,0,4,813.3900000000001,0.0,,0.0
zongshen,208,0,0,2,813.0,0.0,,0.0
holiday,540,0,0,5,812.4,0.0,,0.0
tokler,148,0,0,7,810.6999999999999,0.0,,0.0
wenge,1152,0,0,31,805.68,0.0,,0.0
dermacol,2604,0,0,97,802.98,0.0,,0.0
medalist,258,1,1,8,802.85,0.003875968992248062,1.0,0.003875968992248062
bruder,4688,0,0,13,801.43,0.0,,0.0
embryolisse,994,0,0,22,799.7099999999999,0.0,,0.0
beyond,1252,3,0,59,799.44,0.0023961661341853034,0.0,0.0
forza,696,0,0,6,798.59,0.0,,0.0
nutrex,950,2,2,27,794.72,0.002105263157894737,1.0,0.002105263157894737
alphaline,216,0,0,9,793.58,0.0,,0.0
collistar,1079,0,0,26,786.1899999999999,0.0,,0.0
elizavecca,1897,0,0,61,785.22,0.0,,0.0
zapco,124,0,0,3,785.0899999999999,0.0,,0.0
shaik,328,0,0,3,784.98,0.0,,0.0
simfer,714,12,5,6,784.97,0.01680672268907563,0.4166666666666667,0.0070028011204481795
barty,435,0,0,8,782.38,0.0,,0.0
misty,478,0,0,5,778.47,0.0,,0.0
harp,64,0,0,1,777.37,0.0,,0.0
barbie,2440,19,4,18,775.92,0.00778688524590164,0.21052631578947367,0.001639344262295082
biotech,922,0,0,15,775.6600000000001,0.0,,0.0
alilo,211,0,0,15,775.29,0.0,,0.0
muscletech,419,0,0,14,775.01,0.0,,0.0
hori,176,0,0,4,772.24,0.0,,0.0
peak,1769,0,0,8,770.76,0.0,,0.0
nubia,1109,3,2,5,770.05,0.002705139765554554,0.6666666666666666,0.0018034265103697023
valentino,170,0,0,10,767.3000000000001,0.0,,0.0
brahner,287,0,0,8,767.04,0.0,,0.0
bissell,505,5,2,2,761.87,0.009900990099009901,0.4,0.0039603960396039604
cinemood,191,0,0,2,756.75,0.0,,0.0
wahl,327,0,0,9,754.3,0.0,,0.0
genius,1735,20,9,40,752.3000000000001,0.011527377521613832,0.45,0.005187319884726225
avel,789,0,0,8,749.04,0.0,,0.0
welss,1649,10,7,11,748.78,0.006064281382656155,0.7,0.004244996967859308
elysium,6017,0,0,63,746.76,0.0,,0.0
jasic,195,0,0,3,745.2,0.0,,0.0
babys,563,10,7,17,741.54,0.017761989342806393,0.7,0.012433392539964476
diamond,315,21,10,20,735.6,0.06666666666666667,0.47619047619047616,0.031746031746031744
cityrover,86,0,0,3,732.84,0.0,,0.0
belashoff,2166,0,0,26,730.0,0.0,,0.0
aorus,117,0,0,1,725.86,0.0,,0.0
rivacase,1325,18,8,27,724.16,0.013584905660377358,0.4444444444444444,0.0060377358490566035
motorguide,1031,0,0,4,722.79,0.0,,0.0
nux,94,0,0,1,720.74,0.0,,0.0
babyzz,544,0,0,2,720.74,0.0,,0.0
mio,863,1,0,5,720.68,0.0011587485515643105,0.0,0.0
verloni,2335,14,2,13,720.52,0.0059957173447537475,0.14285714285714285,0.0008565310492505353
asm,195,0,0,1,718.14,0.0,,0.0
wethepeople,651,4,0,2,707.3599999999999,0.006144393241167435,0.0,0.0
bugati,869,1,0,3,707.29,0.0011507479861910242,0.0,0.0
skil,60,0,0,7,702.73,0.0,,0.0
alexandre.j,156,0,0,6,696.36,0.0,,0.0
plitex,1999,9,4,16,695.87,0.004502251125562781,0.4444444444444444,0.002001000500250125
iwalk,2206,0,0,45,695.46,0.0,,0.0
ride,388,0,0,3,689.07,0.0,,0.0
berlingerhaus,571,21,7,18,688.6600000000001,0.03677758318739054,0.3333333333333333,0.012259194395796848
crescina,145,0,0,3,687.79,0.0,,0.0
giornonotte,569,0,0,1,686.5,0.0,,0.0
halmar,696,0,0,3,685.73,0.0,,0.0
eco,792,0,0,6,683.5,0.0,,0.0
teknetics,172,0,0,2,674.51,0.0,,0.0
meinl,301,0,0,6,674.39,0.0,,0.0
conceptclub,2389,0,0,15,673.87,0.0,,0.0
zemex,974,4,2,8,671.46,0.004106776180698152,0.5,0.002053388090349076
junama,242,0,0,1,669.26,0.0,,0.0
illumico,266,0,0,11,668.9399999999999,0.0,,0.0
alpicool,954,0,0,1,668.78,0.0,,0.0
lalique,379,0,0,14,666.22,0.0,,0.0
gladen,311,0,0,3,660.25,0.0,,0.0
id-cooling,977,11,2,25,660.19,0.011258955987717503,0.18181818181818182,0.0020470829068577278
zubr,779,0,0,14,659.05,0.0,,0.0
certina,1315,0,0,2,658.96,0.0,,0.0
genebre,385,0,0,3,656.28,0.0,,0.0
moony,411,0,0,35,655.63,0.0,,0.0
spur,2156,0,0,21,650.95,0.0,,0.0
metsui,774,12,7,13,641.15,0.015503875968992248,0.5833333333333334,0.00904392764857881
babylisspro,576,0,0,11,640.39,0.0,,0.0
dremel,688,6,2,8,639.78,0.00872093023255814,0.3333333333333333,0.0029069767441860465
verbatim,647,3,1,13,638.91,0.00463678516228748,0.3333333333333333,0.0015455950540958269
demiray,1222,0,0,6,636.1800000000001,0.0,,0.0
nutricia,799,0,0,66,636.17,0.0,,0.0
hyper,99,0,0,10,635.17,0.0,,0.0
otex,341,0,0,2,634.29,0.0,,0.0
alpika,419,0,0,4,633.24,0.0,,0.0
mitasu,1261,0,0,24,622.87,0.0,,0.0
gemsy,85,0,0,1,621.3,0.0,,0.0
muqajankz,2210,0,0,16,620.34,0.0,,0.0
sunmi,218,0,0,3,617.79,0.0,,0.0
machete,475,0,0,16,617.76,0.0,,0.0
moonybaby,271,4,2,5,616.47,0.014760147601476014,0.5,0.007380073800738007
biostar,432,0,0,12,612.08,0.0,,0.0
niio,455,1,1,18,611.8000000000001,0.002197802197802198,1.0,0.002197802197802198
fabretti,3344,0,0,29,610.22,0.0,,0.0
mapex,1009,1,0,1,609.28,0.0009910802775024777,0.0,0.0
voltmaster,207,0,0,6,607.6700000000001,0.0,,0.0
meade,577,0,0,2,604.56,0.0,,0.0
neumann,30,0,0,1,603.38,0.0,,0.0
karavaevskaauf,31,0,0,2,599.76,0.0,,0.0
mattel,2781,29,5,25,599.01,0.010427903631787127,0.1724137931034483,0.0017979144192736426
brateck,1008,47,18,47,593.37,0.04662698412698413,0.3829787234042553,0.017857142857142856
bmw,192,0,0,5,591.98,0.0,,0.0
shindo,194,0,0,9,591.23,0.0,,0.0
adam,95,0,0,1,589.46,0.0,,0.0
cavaletto,1937,0,0,4,585.8599999999999,0.0,,0.0
fiio,612,0,0,7,584.8499999999999,0.0,,0.0
alligator,1855,0,0,14,583.28,0.0,,0.0
cezaris,422,0,0,4,581.65,0.0,,0.0
greenway,401,15,7,9,580.0,0.03740648379052369,0.4666666666666667,0.017456359102244388
gemei,616,0,0,28,579.42,0.0,,0.0
tuka,1641,0,0,29,568.89,0.0,,0.0
synology,87,0,0,1,568.35,0.0,,0.0
cliff,135,0,0,2,566.3,0.0,,0.0
brumer,358,0,0,4,566.28,0.0,,0.0
alser,759,1,0,1,566.04,0.0013175230566534915,0.0,0.0
modern,537,25,14,20,565.8,0.04655493482309125,0.56,0.0260707635009311
ching-ching,234,0,0,7,563.24,0.0,,0.0
maxi-cosi,555,0,0,3,561.66,0.0,,0.0
rode,97,0,0,4,561.16,0.0,,0.0
rockforce,1503,0,0,8,561.14,0.0,,0.0
dsquared,235,0,0,3,559.86,0.0,,0.0
amtel,480,0,0,14,558.7199999999999,0.0,,0.0
lexmark,763,0,0,8,556.0,0.0,,0.0
nadoba,325,0,0,4,554.61,0.0,,0.0
mydean,1176,0,0,3,553.43,0.0,,0.0
origins,854,0,0,13,552.89,0.0,,0.0
holicy,24,0,0,1,552.14,0.0,,0.0
olmeko,967,0,0,2,551.32,0.0,,0.0
leica,359,0,0,4,543.02,0.0,,0.0
rossinka,767,0,0,18,542.37,0.0,,0.0
recaro,102,0,0,1,540.55,0.0,,0.0
parkcity,516,0,0,5,540.55,0.0,,0.0
pro-karaoke,710,0,0,3,540.54,0.0,,0.0
flexter,308,0,0,6,540.54,0.0,,0.0
momert,758,0,0,9,540.53,0.0,,0.0
perina,627,0,0,6,537.0,0.0,,0.0
zalman,825,0,0,12,535.91,0.0,,0.0
hauck,147,0,0,2,534.89,0.0,,0.0
polaroid,709,0,0,9,531.55,0.0,,0.0
karmen,739,0,0,1,530.0,0.0,,0.0
aurora,638,0,0,14,529.58,0.0,,0.0
solaris,611,0,0,8,526.72,0.0,,0.0
botas,413,0,0,7,523.3199999999999,0.0,,0.0
kmk,452,0,0,2,522.49,0.0,,0.0
max,418,8,5,9,522.32,0.019138755980861243,0.625,0.011961722488038277
embawood,670,0,0,1,521.76,0.0,,0.0
ortega,512,0,0,5,517.38,0.0,,0.0
autoline,383,0,0,2,514.8199999999999,0.0,,0.0
rivalli,406,0,0,1,514.56,0.0,,0.0
novline,1322,0,0,17,513.22,0.0,,0.0
maisonfranciskurkdjian,35,0,0,1,512.24,0.0,,0.0
his,27,0,0,1,507.86,0.0,,0.0
tarkett,6054,0,0,80,505.24,0.0,,0.0
compasal,562,0,0,14,503.98,0.0,,0.0
bravat,330,0,0,3,503.39,0.0,,0.0
calorie,721,0,0,17,501.19,0.0,,0.0
ozkaplan,89,0,0,2,494.22,0.0,,0.0
bochetti,570,0,0,4,493.19,0.0,,0.0
kolo,171,0,0,2,492.9,0.0,,0.0
doupro,69,0,0,2,492.17,0.0,,0.0
inhouse,2148,9,4,32,491.15999999999997,0.004189944134078212,0.4444444444444444,0.00186219739292365
elica,244,0,0,3,490.64,0.0,,0.0
on,112,0,0,8,487.5,0.0,,0.0
farcar,373,0,0,1,486.5,0.0,,0.0
oster,192,0,0,4,485.89,0.0,,0.0
enermax,199,0,0,6,484.3,0.0,,0.0
roborock,267,0,0,1,483.67,0.0,,0.0
marley,396,12,7,9,478.55,0.030303030303030304,0.5833333333333334,0.017676767676767676
mebelev,309,0,0,1,476.2,0.0,,0.0
char-broil,191,0,0,2,476.05,0.0,,0.0
ifree,129,0,0,2,473.62,0.0,,0.0
gimi,841,25,11,21,471.29,0.029726516052318668,0.44,0.013079667063020214
nestogen,1497,0,0,66,470.46000000000004,0.0,,0.0
pangao,702,6,4,5,470.41,0.008547008547008548,0.6666666666666666,0.005698005698005698
febest,4797,0,0,23,469.05,0.0,,0.0
clarion,1478,0,0,5,468.46999999999997,0.0,,0.0
weifeng,764,0,0,28,468.44,0.0,,0.0
cmi,267,0,0,2,467.15,0.0,,0.0
ecotex,1650,0,0,45,465.97,0.0,,0.0
acuvue,1102,0,0,20,464.15000000000003,0.0,,0.0
regent,186,1,0,5,463.91999999999996,0.005376344086021506,0.0,0.0
indigo,326,0,0,3,463.26,0.0,,0.0
daiwa,518,1,0,6,462.56,0.0019305019305019305,0.0,0.0
nortec,390,0,0,8,458.20000000000005,0.0,,0.0
bburago,1408,11,4,23,455.14,0.0078125,0.36363636363636365,0.002840909090909091
havit,448,12,5,11,449.98,0.026785714285714284,0.4166666666666667,0.011160714285714286
ansmann,1917,0,0,19,449.19,0.0,,0.0
mars,252,1,1,7,448.76,0.003968253968253968,1.0,0.003968253968253968
florentina,263,0,0,3,446.61,0.0,,0.0
rapid,2398,31,11,31,442.13,0.01292743953294412,0.3548387096774194,0.0045871559633027525
pyrex,1383,33,13,34,441.15999999999997,0.02386117136659436,0.3939393939393939,0.009399855386840203
pasabahce,3456,44,20,76,438.7,0.01273148148148148,0.45454545454545453,0.005787037037037037
kona,79,0,0,1,437.59,0.0,,0.0
jiaxingharleybabycar,97,0,0,2,437.08,0.0,,0.0
vladi,1396,0,0,13,435.57,0.0,,0.0
motul,1257,0,0,13,432.95,0.0,,0.0
lumene,1380,0,0,37,432.81,0.0,,0.0
tanglewood,98,0,0,2,432.45,0.0,,0.0
chaod,4,0,0,1,432.44,0.0,,0.0
electronicarts,138,0,0,6,432.32000000000005,0.0,,0.0
kronwerk,201,0,0,2,431.32,0.0,,0.0
simba,1010,0,0,10,430.62,0.0,,0.0
rubineta,682,0,0,11,429.90999999999997,0.0,,0.0
gamdias,341,8,2,3,421.72,0.02346041055718475,0.25,0.005865102639296188
tucano,361,7,5,11,420.55,0.019390581717451522,0.7142857142857143,0.013850415512465374
ga-de,1187,0,0,26,420.38,0.0,,0.0
homage,114,0,0,5,419.57,0.0,,0.0
hitechnic,292,15,9,12,419.33,0.05136986301369863,0.6,0.030821917808219176
ballarini,414,13,5,12,418.34999999999997,0.03140096618357488,0.38461538461538464,0.012077294685990338
sowell,22,0,0,1,417.0,0.0,,0.0
first,1816,2,0,11,416.48,0.0011013215859030838,0.0,0.0
raveltex,85,0,0,2,414.94,0.0,,0.0
mersco,165,0,0,5,411.85,0.0,,0.0
outwell,959,0,0,5,410.07,0.0,,0.0
manuoki,537,22,9,30,408.62,0.040968342644320296,0.4090909090909091,0.01675977653631285
sweety,473,0,0,29,406.6,0.0,,0.0
micmax,394,0,0,21,406.46999999999997,0.0,,0.0
autopower,178,0,0,3,405.41999999999996,0.0,,0.0
singer,423,0,0,2,404.33000000000004,0.0,,0.0
halei,323,0,0,27,401.53,0.0,,0.0
confetti,4362,0,0,52,401.44,0.0,,0.0
beeline,314,0,0,7,400.26,0.0,,0.0
bravo,3200,0,0,21,397.4,0.0,,0.0
ricoh,545,1,0,4,397.15999999999997,0.001834862385321101,0.0,0.0
dometic,3930,0,0,3,392.98,0.0,,0.0
wsp,38,0,0,1,386.11,0.0,,0.0
unikum,14,0,0,3,386.09999999999997,0.0,,0.0
disney,4319,0,0,25,385.10999999999996,0.0,,0.0
doona,5,0,0,1,383.54,0.0,,0.0
sandisk,871,7,1,15,379.49,0.008036739380022962,0.14285714285714285,0.001148105625717566
simurg,36,0,0,1,379.42,0.0,,0.0
babor,533,0,0,10,376.86,0.0,,0.0
helios,333,0,0,6,375.85,0.0,,0.0
naomi,70,0,0,3,373.17,0.0,,0.0
cablexpert,2310,1,1,10,372.31,0.0004329004329004329,1.0,0.0004329004329004329
maisto,952,0,0,11,371.68,0.0,,0.0
farmavita,492,0,0,13,371.47,0.0,,0.0
rokids,254,0,0,3,370.92,0.0,,0.0
maestro,799,1,0,9,370.43999999999994,0.0012515644555694619,0.0,0.0
selective,593,0,0,8,369.39,0.0,,0.0
